"PersonNumber","FirstName","LastName","GenderAsString","ParlGroupName","PartyName","PartyAbbreviation","DateJoining","DateLeaving","DateElection","DateOath","DateResignation","DateOfBirth","DateOfDeath"
2987,"Abraham","Raschle","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1851-12-01T00:00:00","1860-12-02T00:00:00","1851-12-01T00:00:00","1851-12-01T00:00:00","1860-12-02T00:00:00","1792-08-30T00:00:00","1863-04-08T00:00:00"
2988,"Joh. Rudolf","Raschle","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1860-12-03T00:00:00","1863-04-01T00:00:00","1860-12-03T00:00:00","1860-12-03T00:00:00","1863-04-01T00:00:00","1798-04-15T00:00:00","1867-04-08T00:00:00"
2989,"Alfred","Rasser","m","Groupe AdI/PEP","Alliance des Indépendants","AdI","1967-12-04T00:00:00","1975-11-30T00:00:00","1967-12-04T00:00:00","1967-12-04T00:00:00","1975-11-30T00:00:00","1907-05-29T00:00:00","1977-08-18T00:00:00"
2990,"Johann Georg","Rauch","m","Gauche","Libéral","Lib*","1848-11-06T00:00:00","1851-03-06T00:00:00","1848-11-06T00:00:00","1848-11-06T00:00:00","1851-03-06T00:00:00","1790-01-01T00:00:00","1851-03-06T00:00:00"
2991,"Franz Anton","Real","m","Centre","PLR.Les Libéraux-Radicaux","PLR","1874-12-07T00:00:00","1877-11-01T00:00:00","1874-12-07T00:00:00","1874-12-07T00:00:00","1877-11-01T00:00:00","1816-04-14T00:00:00","1878-02-17T00:00:00"
2992,"Giovanni","Reali","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1877-03-05T00:00:00","1889-05-01T00:00:00","1877-03-05T00:00:00","1877-03-05T00:00:00","1889-05-01T00:00:00","1852-07-22T00:00:00","1923-10-08T00:00:00"
2993,"Johann Jakob","Rebmann","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1883-04-02T00:00:00","1919-11-01T00:00:00","1883-04-02T00:00:00","1883-04-02T00:00:00","1919-11-01T00:00:00","1846-09-05T00:00:00","1932-08-14T00:00:00"
2994,"Werner","Reich","m","Groupe républicain et national","Démocrates Suisses","DS","1971-11-29T00:00:00","1975-11-30T00:00:00","1971-11-29T00:00:00","1971-11-29T00:00:00","1975-11-30T00:00:00","1917-07-16T00:00:00","1994-05-27T00:00:00"
2995,"Ernst","Reichen","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1931-12-01T00:00:00","1935-12-01T00:00:00","1931-12-01T00:00:00","1931-12-01T00:00:00","1935-12-01T00:00:00","1866-12-14T00:00:00","1944-10-02T00:00:00"
2996,"Karl","Reichlin","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1902-06-03T00:00:00","1905-12-03T00:00:00","1887-12-05T00:00:00","1887-12-05T00:00:00","1905-12-03T00:00:00","1841-02-24T00:00:00","1924-10-22T00:00:00"
2997,"Rudolf","Reichling","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1936-12-08T00:00:00","1963-12-01T00:00:00","1929-06-04T00:00:00","1929-06-04T00:00:00","1963-12-01T00:00:00","1890-05-27T00:00:00","1977-10-22T00:00:00"
2998,"Robert","Reimann","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1978-11-28T00:00:00","1979-11-25T00:00:00","1963-12-02T00:00:00","1963-12-02T00:00:00","1979-11-25T00:00:00","1911-12-17T00:00:00","1987-08-28T00:00:00"
2999,"Alois","Reinert","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1872-12-02T00:00:00","1878-12-01T00:00:00","1872-12-02T00:00:00","1872-12-02T00:00:00","1878-12-01T00:00:00","1832-02-19T00:00:00","1890-04-08T00:00:00"
3000,"Ernst","Reinhard","m","Groupe socialiste","Parti socialiste suisse","PSS","1931-12-01T00:00:00","1947-06-19T00:00:00","1931-12-01T00:00:00","1931-12-01T00:00:00","1947-06-19T00:00:00","1889-01-20T00:00:00","1947-06-19T00:00:00"
3001,"Emil R.","Rellstab","m","Groupe libéral-radical","Union Démocratique du Centre","UDC","1912-06-03T00:00:00","1919-11-30T00:00:00","1912-03-03T00:00:00","1912-06-03T00:00:00","1922-07-24T00:00:00","1853-11-07T00:00:00","1922-07-24T00:00:00"
3002,"Jacques J.","Remy","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1848-11-06T00:00:00","1851-11-30T00:00:00","1848-11-06T00:00:00","1848-11-06T00:00:00","1851-11-30T00:00:00","1811-04-18T00:00:00","1859-08-01T00:00:00"
3003,"Karl","Renold","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1952-12-02T00:00:00","1959-09-04T00:00:00","1942-09-21T00:00:00","1942-09-21T00:00:00","1959-09-04T00:00:00","1888-08-04T00:00:00","1959-09-04T00:00:00"
3004,"Giovacchino","Respini","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1879-12-01T00:00:00","1885-11-01T00:00:00","1879-12-01T00:00:00","1879-12-01T00:00:00","1885-11-01T00:00:00","1836-09-08T00:00:00","1899-04-10T00:00:00"
3005,"David","Revaclier","m","Non inscrit","Union de défense économique (GE)","UDE","1931-03-16T00:00:00","1931-12-06T00:00:00","1931-03-16T00:00:00","1931-03-16T00:00:00","1931-12-06T00:00:00","1862-12-23T00:00:00","1948-05-23T00:00:00"
3006,"François","Revaclier","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1955-12-05T00:00:00","1971-11-28T00:00:00","1955-12-05T00:00:00","1955-12-05T00:00:00","1971-11-28T00:00:00","1903-07-19T00:00:00","1996-08-08T00:00:00"
3007,"J.-H. Cyprien","Revel","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1854-12-04T00:00:00","1869-12-05T00:00:00","1854-12-04T00:00:00","1854-12-04T00:00:00","1869-12-05T00:00:00","1805-06-21T00:00:00","1886-08-24T00:00:00"
3008,"Olivier","Reverdin","m","Groupe libéral et évangélique","Parti libéral démocrate","PLD","1971-11-29T00:00:00","1979-11-25T00:00:00","1971-11-29T00:00:00","1971-11-29T00:00:00","1979-11-25T00:00:00","1913-07-15T00:00:00","2000-06-16T00:00:00"
3009,"Laurent","Rey","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1903-06-02T00:00:00","1906-03-01T00:00:00","1903-06-02T00:00:00","1903-06-02T00:00:00","1906-03-01T00:00:00","1866-07-19T00:00:00","1955-04-07T00:00:00"
3010,"J.-Henri-S.","Reymond","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1866-12-03T00:00:00","1877-04-01T00:00:00","1866-12-03T00:00:00","1866-12-03T00:00:00","1877-04-01T00:00:00","1819-11-09T00:00:00","1879-07-02T00:00:00"
3011,"Louis-H.","Reymond","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1912-03-04T00:00:00","1919-11-01T00:00:00","1912-03-04T00:00:00","1912-03-04T00:00:00","1919-11-01T00:00:00","1874-02-25T00:00:00","1959-08-19T00:00:00"
3012,"Joseph","Ribordy","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1906-06-05T00:00:00","1923-08-02T00:00:00","1906-06-05T00:00:00","1906-06-05T00:00:00","1923-08-02T00:00:00","1857-01-01T00:00:00","1923-08-02T00:00:00"
3013,"M.-Eugène","Richard","m","Groupe libéral","Parti libéral démocrate","PLD","1913-12-01T00:00:00","1914-12-06T00:00:00","1893-12-04T00:00:00","1893-12-04T00:00:00","1914-12-06T00:00:00","1843-05-09T00:00:00","1925-04-30T00:00:00"
3014,"Josef","Riedener","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1939-12-04T00:00:00","1947-11-30T00:00:00","1939-12-04T00:00:00","1939-12-04T00:00:00","1947-11-30T00:00:00","1892-03-19T00:00:00","1965-04-02T00:00:00"
3015,"Gottlieb","Riem","m","Groupe libéral démocrate","PLR.Les Libéraux-Radicaux","PLR","1867-07-01T00:00:00","1888-11-03T00:00:00","1867-07-01T00:00:00","1867-07-01T00:00:00","1888-11-03T00:00:00","1825-07-29T00:00:00","1888-11-03T00:00:00"
3016,"Heinrich P.","Rieter","m","Centre","Libéral","Lib*","1878-12-02T00:00:00","1889-12-19T00:00:00","1878-12-02T00:00:00","1878-12-02T00:00:00","1889-12-19T00:00:00","1814-05-19T00:00:00","1889-12-19T00:00:00"
3017,"Rudolf","Riggenbach","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1856-07-07T00:00:00","1861-12-01T00:00:00","1856-07-07T00:00:00","1856-07-07T00:00:00","1861-12-01T00:00:00","1822-11-11T00:00:00","1896-10-17T00:00:00"
3018,"August","Rikli","m","Groupe de politique sociale","Parti socialiste suisse","PSS","1908-12-07T00:00:00","1910-12-31T00:00:00","1908-11-08T00:00:00","1908-12-07T00:00:00","1921-05-01T00:00:00","1864-01-24T00:00:00","1933-08-06T00:00:00"
3019,"Samuel Friedrich","Rikli","m","Droite évangélique (cons. réf.)","Conservateurs réformés","ConsR*","1875-12-06T00:00:00","1878-12-01T00:00:00","1875-12-06T00:00:00","1875-12-06T00:00:00","1878-12-01T00:00:00","1829-12-09T00:00:00","1885-06-13T00:00:00"
3020,"Anton","Rimathé","m","Groupe socialiste","Parti socialiste suisse","PSS","1916-11-01T00:00:00","1919-11-01T00:00:00","1916-11-01T00:00:00","1916-11-01T00:00:00","1919-11-01T00:00:00","1874-07-21T00:00:00","1943-03-10T00:00:00"
3021,"David","Ringger","m","Groupe démocrate","Union Démocratique du Centre","UDC","1905-12-04T00:00:00","1916-12-31T00:00:00","1905-10-29T00:00:00","1905-12-04T00:00:00","1922-12-03T00:00:00","1860-09-05T00:00:00","1930-04-20T00:00:00"
3022,"Joh. Rudolf","Ringier","m","Centre","Libéral","Lib*","1856-12-27T00:00:00","1866-12-02T00:00:00","1856-12-27T00:00:00","1856-12-27T00:00:00","1866-12-02T00:00:00","1797-01-22T00:00:00","1879-11-09T00:00:00"
3023,"K. A. Gottlieb","Ringier","m","Centre","Libéral","Lib*","1875-09-19T00:00:00","1877-03-01T00:00:00","1868-07-06T00:00:00","1868-07-06T00:00:00","1877-03-01T00:00:00","1837-12-08T00:00:00","1929-01-07T00:00:00"
3024,"C. Emil","Ringk","m","Gauche","Libéral","Lib*","1859-01-10T00:00:00","1859-07-01T00:00:00","1859-01-10T00:00:00","1859-01-10T00:00:00","1859-07-01T00:00:00","1818-04-05T00:00:00","1882-01-22T00:00:00"
3025,"Johann Heinrich","Riniker","m","Gauche","Démocrates","Dém*","1878-12-02T00:00:00","1892-12-02T00:00:00","1878-12-02T00:00:00","1878-12-02T00:00:00","1892-12-02T00:00:00","1841-04-07T00:00:00","1892-12-02T00:00:00"
3026,"Joseph","Rion","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1871-07-03T00:00:00","1873-05-01T00:00:00","1871-07-03T00:00:00","1871-07-03T00:00:00","1873-05-01T00:00:00","1804-01-04T00:00:00","1891-09-22T00:00:00"
3027,"Louis","Rippstein","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1967-12-04T00:00:00","1979-11-25T00:00:00","1967-12-04T00:00:00","1967-12-04T00:00:00","1979-11-25T00:00:00","1915-12-26T00:00:00","1999-07-28T00:00:00"
3028,"Matthäus","Risch","m","Groupe de politique sociale","Libéral","Lib*","1890-12-01T00:00:00","1902-11-30T00:00:00","1890-12-01T00:00:00","1890-12-01T00:00:00","1902-11-30T00:00:00","1831-11-07T00:00:00","1908-11-25T00:00:00"
3029,"Johannes","Ritschard","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1903-02-01T00:00:00","1908-10-26T00:00:00","1903-02-01T00:00:00","1903-02-01T00:00:00","1908-10-26T00:00:00","1845-01-10T00:00:00","1908-10-26T00:00:00"
3030,"Willi","Ritschard","m",,"Parti socialiste suisse","PSS","1978-01-01T00:00:00","1978-12-31T00:00:00","1973-12-05T00:00:00","1978-01-01T00:00:00","1978-12-31T00:00:00","1918-09-28T00:00:00","1983-10-16T00:00:00"
3031,"Jakob Ulrich","Ritter","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1855-07-02T00:00:00","1857-12-06T00:00:00","1855-07-02T00:00:00","1855-07-02T00:00:00","1857-12-06T00:00:00","1810-01-10T00:00:00","1858-01-31T00:00:00"
3032,"Ludwig","Rittmeyer","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1935-12-02T00:00:00","1944-12-01T00:00:00","1935-12-02T00:00:00","1935-12-02T00:00:00","1944-12-01T00:00:00","1897-07-05T00:00:00","1963-09-26T00:00:00"
3033,"M.-Eugène","Ritzchel","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1910-02-01T00:00:00","1914-12-06T00:00:00","1910-02-01T00:00:00","1910-02-01T00:00:00","1914-12-06T00:00:00","1856-07-05T00:00:00","1931-02-26T00:00:00"
3034,"Antonio Luigi","Riva","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1934-12-04T00:00:00","1942-12-18T00:00:00","1923-03-01T00:00:00","1923-03-01T00:00:00","1942-12-18T00:00:00","1870-07-21T00:00:00","1942-12-18T00:00:00"
3035,"Waldo","Riva","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1951-09-17T00:00:00","1951-12-02T00:00:00","1951-09-17T00:00:00","1951-09-17T00:00:00","1951-12-02T00:00:00","1905-03-10T00:00:00","1987-09-01T00:00:00"
3036,"J. Arnold","Robert","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1900-06-06T00:00:00","1913-06-01T00:00:00","1889-06-03T00:00:00","1889-06-03T00:00:00","1913-06-01T00:00:00","1846-05-26T00:00:00","1925-10-20T00:00:00"
3037,"Paul","Robert","m","Groupe libéral","Parti libéral démocrate","PLD","1913-06-02T00:00:00","1916-06-01T00:00:00","1913-06-02T00:00:00","1913-06-02T00:00:00","1916-06-01T00:00:00","1863-10-11T00:00:00","1940-03-09T00:00:00"
3038,"René","Robert","m","Groupe socialiste","Parti socialiste suisse","PSS","1935-12-02T00:00:00","1951-12-02T00:00:00","1935-10-27T00:00:00","1935-12-02T00:00:00","1951-12-02T00:00:00","1885-11-15T00:00:00","1955-03-10T00:00:00"
3039,"John-Marc","Rochaix","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1917-12-03T00:00:00","1943-12-05T00:00:00","1917-12-03T00:00:00","1917-12-03T00:00:00","1943-12-05T00:00:00","1879-03-02T00:00:00","1955-12-16T00:00:00"
3040,"Pierre","Rochat","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1931-12-22T00:00:00","1944-04-11T00:00:00","1931-12-22T00:00:00","1931-12-22T00:00:00","1944-04-11T00:00:00","1899-10-21T00:00:00","1944-04-11T00:00:00"
3041,"Ernst","Rodel","m","Groupe socialiste","Parti socialiste suisse","PSS","1954-09-20T00:00:00","1963-12-01T00:00:00","1954-09-20T00:00:00","1954-09-20T00:00:00","1963-12-01T00:00:00","1901-06-21T00:00:00","1993-03-31T00:00:00"
3042,"Alphons","Roggo","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1960-03-07T00:00:00","1968-03-01T00:00:00","1960-03-07T00:00:00","1960-03-07T00:00:00","1968-03-01T00:00:00","1898-07-08T00:00:00","1980-06-29T00:00:00"
3043,"Ch.-Auguste","Rogivue","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1853-06-01T00:00:00","1853-12-01T00:00:00","1853-06-01T00:00:00","1853-06-01T00:00:00","1853-12-01T00:00:00","1812-04-06T00:00:00","1869-04-24T00:00:00"
3044,"Jules-L.-E.","Roguin","m","Centre","Libéral","Lib*","1872-12-25T00:00:00","1874-12-01T00:00:00","1863-07-06T00:00:00","1863-07-06T00:00:00","1874-12-01T00:00:00","1823-09-17T00:00:00","1908-10-06T00:00:00"
3045,"Walter","Rohner","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1967-12-04T00:00:00","1971-11-28T00:00:00","1967-12-04T00:00:00","1967-12-04T00:00:00","1971-11-28T00:00:00","1923-07-03T00:00:00","2002-05-02T00:00:00"
3046,"Willi","Rohner","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1967-12-04T00:00:00","1971-11-28T00:00:00","1952-06-03T00:00:00","1952-06-03T00:00:00","1971-11-28T00:00:00","1907-01-19T00:00:00","1977-04-02T00:00:00"
3047,"Fr. Rudolf J.","Rohr","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1875-12-06T00:00:00","1888-01-13T00:00:00","1875-12-06T00:00:00","1875-12-06T00:00:00","1888-01-13T00:00:00","1831-08-19T00:00:00","1888-01-13T00:00:00"
3048,"Johann","Rohr","m","Centre","Libéral","Lib*","1876-03-06T00:00:00","1890-11-30T00:00:00","1876-03-06T00:00:00","1876-03-06T00:00:00","1890-11-30T00:00:00","1830-09-09T00:00:00","1909-12-27T00:00:00"
3049,"Max Albert","Rohr","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1933-03-28T00:00:00","1959-12-06T00:00:00","1933-03-28T00:00:00","1933-03-28T00:00:00","1959-12-06T00:00:00","1890-04-25T00:00:00","1980-07-24T00:00:00"
3050,"Christian","Rohrer","m","Gauche","Conservateurs réformés","ConsR*","1851-12-01T00:00:00","1856-12-31T00:00:00","1851-10-26T00:00:00","1851-12-01T00:00:00","1860-12-02T00:00:00","1811-07-14T00:00:00","1886-04-24T00:00:00"
3051,"Johann A.","Romedi","m","Gauche","Libéral","Lib*","1869-12-06T00:00:00","1876-05-30T00:00:00","1869-12-06T00:00:00","1869-12-06T00:00:00","1876-05-30T00:00:00","1819-05-30T00:00:00","1876-05-30T00:00:00"
3052,"Peter Conradin","Romedi","m","Droite évangélique (cons. réf.)","Conservateurs réformés","ConsR*","1881-06-06T00:00:00","1898-12-01T00:00:00","1881-06-06T00:00:00","1881-06-06T00:00:00","1898-12-01T00:00:00","1817-09-21T00:00:00","1899-12-29T00:00:00"
3053,"Melchior","Römer","m","Centre","Libéral","Lib*","1879-06-03T00:00:00","1887-12-04T00:00:00","1872-12-02T00:00:00","1872-12-02T00:00:00","1887-12-04T00:00:00","1831-06-16T00:00:00","1895-04-02T00:00:00"
3054,"Ambrosius","Rosenmund","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1882-12-04T00:00:00","1893-12-03T00:00:00","1882-12-04T00:00:00","1882-12-04T00:00:00","1893-12-03T00:00:00","1846-04-10T00:00:00","1896-03-08T00:00:00"
3055,"Aimé-C.","Rossel","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1856-01-21T00:00:00","1856-12-01T00:00:00","1856-01-21T00:00:00","1856-01-21T00:00:00","1856-12-01T00:00:00","1820-09-08T00:00:00","1877-09-14T00:00:00"
3056,"Virgile","Rossel","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1910-12-06T00:00:00","1912-03-01T00:00:00","1896-03-16T00:00:00","1896-03-16T00:00:00","1912-03-01T00:00:00","1858-03-19T00:00:00","1933-05-29T00:00:00"
3057,"Charles","Rosselet","m","Groupe socialiste","Parti socialiste suisse","PSS","1942-12-08T00:00:00","1945-12-01T00:00:00","1922-12-04T00:00:00","1922-12-04T00:00:00","1945-12-01T00:00:00","1893-06-05T00:00:00","1946-10-14T00:00:00"
3058,"Paul-René","Rosset","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1947-12-03T00:00:00","1967-12-03T00:00:00","1947-12-03T00:00:00","1947-12-03T00:00:00","1967-12-03T00:00:00","1905-06-01T00:00:00","1977-11-12T00:00:00"
3059,"Ermengildo","Rossi","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1875-06-07T00:00:00","1877-02-01T00:00:00","1875-06-07T00:00:00","1875-06-07T00:00:00","1877-02-01T00:00:00","1827-11-27T00:00:00","1895-01-05T00:00:00"
3060,"Riccardo","Rossi","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1931-12-01T00:00:00","1940-12-01T00:00:00","1931-12-01T00:00:00","1931-12-01T00:00:00","1940-12-01T00:00:00","1901-10-14T00:00:00","1986-07-04T00:00:00"
3061,"François Joseph","Rossiaud","m","Groupe socialiste","Parti socialiste suisse","PSS","1934-03-21T00:00:00","1935-12-01T00:00:00","1934-03-21T00:00:00","1934-03-21T00:00:00","1935-12-01T00:00:00","1880-06-25T00:00:00","1955-05-01T00:00:00"
3062,"Arnold","Roth","m","Centre","Indéfinissable","?","1871-07-03T00:00:00","1876-12-01T00:00:00","1871-07-03T00:00:00","1871-07-03T00:00:00","1876-12-01T00:00:00","1836-01-24T00:00:00","1904-04-07T00:00:00"
3063,"August","Roth","m","Groupe socialiste","Parti socialiste suisse","PSS","1947-12-01T00:00:00","1951-12-02T00:00:00","1947-12-01T00:00:00","1947-12-01T00:00:00","1951-12-02T00:00:00","1894-02-22T00:00:00","1954-04-10T00:00:00"
3064,"Fridolin","Roth","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1888-04-01T00:00:00","1890-11-30T00:00:00","1888-04-01T00:00:00","1888-04-01T00:00:00","1890-11-30T00:00:00","1839-03-06T00:00:00","1920-02-16T00:00:00"
3065,"Hans","Roth","m","Groupe socialiste","Parti socialiste suisse","PSS","1925-12-07T00:00:00","1955-12-04T00:00:00","1925-12-07T00:00:00","1925-12-07T00:00:00","1955-12-04T00:00:00","1879-09-14T00:00:00","1966-08-23T00:00:00"
3066,"Jakob Adolf","Roth","m","Centre","Conservateurs modérés","ConsM*","1890-12-01T00:00:00","1893-01-07T00:00:00","1890-12-01T00:00:00","1890-12-01T00:00:00","1893-01-07T00:00:00","1834-10-08T00:00:00","1893-01-07T00:00:00"
3067,"Johannes","Roth","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1868-07-06T00:00:00","1870-12-27T00:00:00","1867-12-22T00:00:00","1868-07-06T00:00:00","1870-12-27T00:00:00","1812-03-06T00:00:00","1870-12-27T00:00:00"
3068,"Christian","Rothenberger","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1908-12-07T00:00:00","1919-11-01T00:00:00","1908-12-07T00:00:00","1908-12-07T00:00:00","1919-11-01T00:00:00","1868-05-11T00:00:00","1938-11-21T00:00:00"
3069,"Fr. Ferdinand","Rothpletz","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1919-12-01T00:00:00","1922-12-03T00:00:00","1919-12-01T00:00:00","1919-12-01T00:00:00","1922-12-03T00:00:00","1872-12-07T00:00:00","1949-12-07T00:00:00"
3070,"J. Auguste","Rougemont","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1851-12-01T00:00:00","1854-12-03T00:00:00","1851-12-01T00:00:00","1851-12-01T00:00:00","1854-12-03T00:00:00","1798-04-02T00:00:00","1867-04-09T00:00:00"
3071,"Jules-H.","Roulet","m","Groupe libéral-radical","Libéral","Lib*","1902-06-02T00:00:00","1911-12-03T00:00:00","1902-06-02T00:00:00","1902-06-02T00:00:00","1911-12-03T00:00:00","1849-01-09T00:00:00","1918-03-05T00:00:00"
3072,"Louis-Samuel","Roulet","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1928-12-03T00:00:00","1955-05-22T00:00:00","1928-12-03T00:00:00","1928-12-03T00:00:00","1955-05-22T00:00:00","1877-12-08T00:00:00","1955-05-22T00:00:00"
3073,"Gustave-Laurent","Roulin","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1968-03-04T00:00:00","1972-10-01T00:00:00","1968-03-04T00:00:00","1968-03-04T00:00:00","1972-10-01T00:00:00","1904-01-28T00:00:00","1973-11-29T00:00:00"
3074,"Auguste-Emile","Roussy","m","Groupe libéral","Parti libéral démocrate","PLD","1919-12-01T00:00:00","1922-12-03T00:00:00","1919-12-01T00:00:00","1919-12-01T00:00:00","1922-12-03T00:00:00","1870-04-12T00:00:00","1940-06-30T00:00:00"
3075,"Ernest","Rubattel","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1900-12-03T00:00:00","1906-11-01T00:00:00","1900-12-03T00:00:00","1900-12-03T00:00:00","1906-11-01T00:00:00","1865-04-12T00:00:00","1908-05-23T00:00:00"
3076,"Lucien","Rubattel","m","Groupe libéral","Parti libéral démocrate","PLD","1941-09-22T00:00:00","1955-12-04T00:00:00","1941-09-22T00:00:00","1941-09-22T00:00:00","1955-12-04T00:00:00","1892-08-31T00:00:00","1987-07-05T00:00:00"
3077,"Rodolphe","Rubattel","m",,"PLR.Les Libéraux-Radicaux","PLR","1954-01-01T00:00:00","1954-12-31T00:00:00","1947-12-11T00:00:00","1954-01-01T00:00:00","1954-12-31T00:00:00","1896-09-04T00:00:00","1961-10-18T00:00:00"
3078,"Christian","Rubi","m","Groupe socialiste","Parti socialiste suisse","PSS","1954-06-21T00:00:00","1959-12-06T00:00:00","1954-06-21T00:00:00","1954-06-21T00:00:00","1959-12-06T00:00:00","1897-02-14T00:00:00","1985-10-17T00:00:00"
3079,"Fred","Rubi","m","Groupe socialiste","Parti socialiste suisse","PSS","1967-12-04T00:00:00","1987-11-29T00:00:00","1967-12-04T00:00:00","1967-12-04T00:00:00","1987-11-29T00:00:00","1926-10-12T00:00:00","1997-09-05T00:00:00"
3080,"Marc-Emile","Ruchet","m",,"PLR.Les Libéraux-Radicaux","PLR","1911-01-01T00:00:00","1911-12-31T00:00:00","1899-12-14T00:00:00","1911-01-01T00:00:00","1911-12-31T00:00:00","1853-09-14T00:00:00","1912-07-13T00:00:00"
3081,"Louis-A.-J.","Ruchonnet","m",,"PLR.Les Libéraux-Radicaux","PLR","1890-01-01T00:00:00","1890-12-31T00:00:00","1881-03-03T00:00:00","1890-01-01T00:00:00","1890-12-31T00:00:00","1834-04-28T00:00:00","1893-09-14T00:00:00"
3082,"Eduard","Ruchti","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1896-12-07T00:00:00","1902-11-10T00:00:00","1896-12-07T00:00:00","1896-12-07T00:00:00","1902-11-10T00:00:00","1834-08-10T00:00:00","1902-11-10T00:00:00"
3083,"Emil","Rudin","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1932-09-20T00:00:00","1935-12-01T00:00:00","1932-09-20T00:00:00","1932-09-20T00:00:00","1935-12-01T00:00:00","1886-08-09T00:00:00","1946-07-15T00:00:00"
3084,"Hans","Rüegg","m","Groupe démocrate","Démocrates","Dém*","1946-12-02T00:00:00","1951-12-02T00:00:00","1946-12-02T00:00:00","1946-12-02T00:00:00","1951-12-02T00:00:00","1902-06-26T00:00:00","1972-01-20T00:00:00"
3085,"Heinrich","Rüegg","m","Groupe libéral démocrate","Libéral","Lib*","1848-11-06T00:00:00","1863-12-06T00:00:00","1848-11-06T00:00:00","1848-11-06T00:00:00","1863-12-06T00:00:00","1801-12-20T00:00:00","1871-04-21T00:00:00"
3086,"Paul","Rufener","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1951-12-03T00:00:00","1959-12-06T00:00:00","1951-12-03T00:00:00","1951-12-03T00:00:00","1959-12-06T00:00:00","1892-05-18T00:00:00","1970-01-03T00:00:00"
