,PersonNumber,FirstName,LastName,GenderAsString,ParlGroupName,PartyName,PartyAbbreviation,DateJoining,DateLeaving,DateElection,DateOath,DateResignation,DateOfBirth,DateOfDeath
780,1153,Ruedi,Noser,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-11-17T00:00:00,2019-12-02T00:00:00,,1961-04-14T00:00:00,
781,1154,Pierre,Kohler,m,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2003-12-01T00:00:00,2007-12-02T00:00:00,2003-10-19T00:00:00,2003-12-01T00:00:00,2007-12-02T00:00:00,1964-02-03T00:00:00,
782,1155,Therese,Frösch,f,Groupe des VERT-E-S,Alliance verte,GB,2009-05-01T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,1951-06-22T00:00:00,
783,1156,Bea,Heim,f,Groupe socialiste,Parti socialiste suisse,PSS,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1946-04-07T00:00:00,
784,1157,Jacques,Pagan,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2003-12-01T00:00:00,2007-12-02T00:00:00,2003-10-19T00:00:00,2003-12-01T00:00:00,2007-12-02T00:00:00,1942-07-17T00:00:00,
785,1158,Josef,Lang,m,Groupe des VERT-E-S,Alternative Canton de Zoug,Al,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,1954-04-29T00:00:00,
786,1159,Pirmin,Schwander,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1961-12-28T00:00:00,
787,1160,Pierre,Vanek,m,Non inscrit,Alliance de Gauche,AdG,2003-12-01T00:00:00,2007-12-02T00:00:00,2003-10-19T00:00:00,2003-12-01T00:00:00,2007-12-02T00:00:00,1954-12-09T00:00:00,
788,1161,Alain,Berset,m,,Parti socialiste suisse,PSS,2023-01-01T00:00:00,,2011-12-14T00:00:00,2023-01-01T00:00:00,,1972-04-09T00:00:00,
789,1162,Alex,Kuprecht,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1957-12-22T00:00:00,
790,1163,Gisèle,Ory,f,Groupe socialiste,Parti socialiste suisse,PSS,2007-12-03T00:00:00,2009-09-20T00:00:00,2007-11-11T00:00:00,2007-12-03T00:00:00,2009-09-20T00:00:00,1956-04-30T00:00:00,
850,1233,Hans,Rutschmann,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,1947-07-04T00:00:00,
872,1256,Hans,Altherr,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,1950-04-29T00:00:00,
874,1267,Hans,Stöckli,m,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-11-17T00:00:00,2019-12-02T00:00:00,,1952-04-12T00:00:00,
877,1279,Roger,Nordmann,m,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1973-03-23T00:00:00,
878,1288,Viola,Amherd,f,,Le Centre,M-E,2023-01-01T00:00:00,,2018-12-05T00:00:00,2023-01-01T00:00:00,,1962-06-07T00:00:00,
879,1289,Luc,Barthassat,m,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2011-12-05T00:00:00,2013-12-05T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2013-12-05T00:00:00,1960-09-03T00:00:00,
880,1293,Francine,John-Calame,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,1954-04-30T00:00:00,
881,1294,Lieni,Füglistaller,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,1951-12-31T00:00:00,
882,1295,Edith,Graf-Litscher,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1964-03-25T00:00:00,
884,1314,Pierre,Bonhôte,m,Groupe socialiste,Parti socialiste suisse,PSS,2005-12-05T00:00:00,2007-12-02T00:00:00,2005-11-20T00:00:00,2005-12-05T00:00:00,2007-12-02T00:00:00,1965-06-17T00:00:00,2016-05-11T00:00:00
885,1318,Louis,Schelbert,m,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2015-11-30T00:00:00,2018-03-10T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2018-03-10T00:00:00,1952-10-31T00:00:00,
886,1321,Urs,Bernhardsgrütter,m,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2006-06-06T00:00:00,2007-12-02T00:00:00,2003-10-19T00:00:00,2006-06-06T00:00:00,2007-12-02T00:00:00,1962-07-28T00:00:00,
887,1336,Markus,Zemp,m,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,1954-06-25T00:00:00,
888,1337,Ida,Glanzmann-Hunkeler,f,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1958-09-29T00:00:00,
889,1338,Andreas,Zeller,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2006-09-18T00:00:00,2007-12-02T00:00:00,2006-09-18T00:00:00,2006-09-18T00:00:00,2007-12-02T00:00:00,1948-10-09T00:00:00,
890,1343,Urs,Hany,m,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,1955-10-01T00:00:00,
891,1344,Urs,Schweizer,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2006-12-11T00:00:00,2007-12-02T00:00:00,2003-10-19T00:00:00,2006-12-11T00:00:00,2007-12-02T00:00:00,1952-06-27T00:00:00,
892,1345,Thomas,Müller,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1952-12-01T00:00:00,
893,1346,Isabelle,Moret,f,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,2022-06-09T00:00:00,2019-10-20T00:00:00,2019-12-02T00:00:00,2022-06-09T00:00:00,1970-12-30T00:00:00,
894,1352,Jürg,Michel,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2007-03-05T00:00:00,2007-12-02T00:00:00,2003-10-19T00:00:00,2007-03-05T00:00:00,2007-12-02T00:00:00,1955-09-28T00:00:00,
3269,3828,Ignazio,Cassis,m,,PLR.Les Libéraux-Radicaux,PLR,2023-01-01T00:00:00,,2017-09-20T00:00:00,2023-01-01T00:00:00,,1961-04-13T00:00:00,
3270,3829,Andy,Tschümperlin,m,Groupe socialiste,Parti socialiste suisse,PSS,2012-02-20T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,1962-03-11T00:00:00,
3271,3830,Marina,Carobbio Guscetti,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,2023-04-06T00:00:00,2019-11-17T00:00:00,2019-12-02T00:00:00,2023-04-06T00:00:00,1966-06-12T00:00:00,
3272,3831,Ivo,Bischofberger,m,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2015-11-30T00:00:00,2019-06-02T00:00:00,2015-04-26T00:00:00,2015-11-30T00:00:00,2019-06-02T00:00:00,1958-02-24T00:00:00,
3273,3833,Josiane,Aubert,f,Groupe socialiste,Parti socialiste suisse,PSS,2011-12-05T00:00:00,2014-06-01T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2014-06-01T00:00:00,1949-04-07T00:00:00,
3274,3865,Jean-François,Steiert,m,Groupe socialiste,Parti socialiste suisse,PSS,2015-11-30T00:00:00,2017-02-26T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2017-02-26T00:00:00,1961-02-07T00:00:00,
3275,3867,Andreas,Aebi,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1958-11-26T00:00:00,
3276,3868,Kathrin,Amacker-Amann,f,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2007-12-03T00:00:00,2010-11-28T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2010-11-28T00:00:00,1962-03-30T00:00:00,
3277,3869,Marlies,Bänziger,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,1960-03-14T00:00:00,
3278,3870,Dominique,Baettig,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,1953-09-22T00:00:00,
3279,3871,Pirmin,Bischof,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1959-02-24T00:00:00,
3280,3872,Jacques,Bourgeois,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1958-03-14T00:00:00,
3281,3873,Tarzisius,Caviezel,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,1954-08-18T00:00:00,
3282,3874,Esther,Egger-Wyss,f,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,1952-10-02T00:00:00,
3283,3875,Corina,Eichenberger-Walther,f,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1954-10-14T00:00:00,
3284,3876,Yvette,Estermann,f,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1967-02-26T00:00:00,
3285,3877,Doris,Fiala,f,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1957-01-29T00:00:00,
3286,3878,Sylvia,Flückiger-Bäni,f,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1952-06-01T00:00:00,
3287,3879,Olivier,Français,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-11-10T00:00:00,2019-12-02T00:00:00,,1955-10-01T00:00:00,
3288,3880,Andrea Martina,Geissbühler,f,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1976-08-03T00:00:00,
3289,3881,Yvonne,Gilli,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,1957-03-07T00:00:00,
3290,3882,Bastien,Girod,m,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1980-12-21T00:00:00,
3291,3883,Alice,Glauser-Zufferey,f,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2016-02-29T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2016-02-29T00:00:00,2019-12-01T00:00:00,1954-10-18T00:00:00,
3292,3884,Jean-Pierre,Graber,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2015-03-02T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2015-03-02T00:00:00,2015-11-29T00:00:00,1946-07-08T00:00:00,
3293,3885,Jean-Pierre,Grin,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1947-03-16T00:00:00,
3294,3886,Hans,Grunder,m,Groupe BD,Parti bourgeois-démocratique suisse,PBD,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1956-06-13T00:00:00,
3295,3887,Alfred,Heer,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1961-10-12T00:00:00,
3296,3888,Hugues,Hiltpold,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1969-05-05T00:00:00,
3297,3889,Antonio,Hodgers,m,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2011-12-05T00:00:00,2013-11-26T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2013-11-26T00:00:00,1976-02-07T00:00:00,
3298,3890,Thomas,Hurter,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1963-11-01T00:00:00,
3299,3891,Daniel,Jositsch,m,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1965-03-25T00:00:00,
3300,3892,Hans,Killer,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,1948-03-09T00:00:00,
3301,3893,Anita,Lachenmeier-Thüring,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,1959-10-16T00:00:00,
3302,3894,Ricardo,Lumengo,m,Non inscrit,sans parti,-,2010-11-25T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,1962-02-22T00:00:00,
3303,3895,Christian,Lüscher,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1963-12-06T00:00:00,
3304,3896,Peter,Malama,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2011-12-05T00:00:00,2012-09-22T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2012-09-22T00:00:00,1960-10-18T00:00:00,2012-09-22T00:00:00
3305,3897,Tiana Angelina,Moser,f,Groupe vert'libéral,Parti vert'libéral,pvl,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1979-04-06T00:00:00,
3306,3898,Yves,Nidegger,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,2023-05-11T00:00:00,2019-10-20T00:00:00,2019-12-02T00:00:00,2023-05-11T00:00:00,1957-05-17T00:00:00,
3307,3899,Eric,Nussbaumer,m,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1960-07-11T00:00:00,
3308,3900,Sylvie,Perrinjaquet,f,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2013-09-09T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2013-09-09T00:00:00,2015-11-29T00:00:00,1955-08-24T00:00:00,
3309,3901,Lukas,Reimann,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1982-09-18T00:00:00,
3310,3902,Natalie,Rickli,f,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2015-11-30T00:00:00,2019-06-02T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-06-02T00:00:00,1976-11-19T00:00:00,
3311,3903,Jean-Charles,Rielle,m,Groupe socialiste,Parti socialiste suisse,PSS,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,1952-08-13T00:00:00,
3312,3904,Barbara,Schmid-Federer,f,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2015-11-30T00:00:00,2018-06-07T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2018-06-07T00:00:00,1965-11-10T00:00:00,
3313,3905,Roberto,Schmidt,m,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2015-11-30T00:00:00,2017-06-14T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2017-06-14T00:00:00,1962-07-16T00:00:00,
3314,3906,Pius,Segmüller,m,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,1952-03-08T00:00:00,
3315,3907,Adèle,Thorens Goumaz,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-11-10T00:00:00,2019-12-02T00:00:00,,1971-12-15T00:00:00,
3316,3908,Alec,von Graffenried,m,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2011-12-05T00:00:00,2015-06-05T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-06-05T00:00:00,1962-08-16T00:00:00,
3317,3909,Christoph,von Rotz,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,1966-10-15T00:00:00,
3318,3910,Erich,von Siebenthal,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1958-12-30T00:00:00,
3319,3911,Eric,Voruz,m,Groupe socialiste,Parti socialiste suisse,PSS,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,1945-07-05T00:00:00,
3320,3912,Christian,Wasserfallen,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1981-06-30T00:00:00,
3321,3913,Brigit,Wyss,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2008-02-22T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,1960-04-22T00:00:00,
3322,3914,Robert,Cramer,m,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-11-08T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1954-02-07T00:00:00,
3323,3915,Jean-René,Fournier,m,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-11-01T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1957-12-18T00:00:00,
3324,3916,Claude,Hêche,m,Groupe socialiste,Parti socialiste suisse,PSS,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1952-12-20T00:00:00,
3325,3917,René,Imoberdorf,m,Le Groupe du Centre. Le Centre. PEV.,Christlichsoziale Volkspartei Oberwallis,CSPO,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,1950-04-24T00:00:00,
3326,3918,Werner,Luginbühl,m,Groupe BD,Parti bourgeois-démocratique suisse,PBD,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-11-15T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1958-01-04T00:00:00,
3327,3919,Paul,Niederberger,m,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,1948-12-05T00:00:00,
3328,3920,Anne,Seydoux-Christe,f,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1958-07-07T00:00:00,
3329,3921,Konrad,Graber,m,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-11-15T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1958-07-24T00:00:00,
3330,3922,Laurent,Favre,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2011-12-05T00:00:00,2014-12-07T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2014-12-07T00:00:00,1972-10-14T00:00:00,
3331,3923,Ada,Marra,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1973-03-10T00:00:00,
3332,3924,Christian,van Singer,m,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,1950-01-20T00:00:00,
3333,3931,Thomas,Weibel,m,Groupe vert'libéral,Parti vert'libéral,pvl,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1954-07-14T00:00:00,
3334,3934,Eveline,Widmer-Schlumpf,f,,Parti bourgeois-démocratique suisse,PBD,2013-01-01T00:00:00,2015-12-31T00:00:00,2007-12-12T00:00:00,2013-01-01T00:00:00,2015-12-31T00:00:00,1956-03-16T00:00:00,
3335,3939,Pankraz,Freitag,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2011-12-05T00:00:00,2013-10-05T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2013-10-05T00:00:00,1952-12-12T00:00:00,2013-10-05T00:00:00
3336,3999,Katharina,Prelicz-Huber,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1959-10-12T00:00:00,
3337,4001,Marie-Thérèse,Weber-Gobet,f,Groupe des VERT-E-S,Parti chrétien-social,PCS,2008-12-01T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2008-12-01T00:00:00,2011-12-04T00:00:00,1957-01-08T00:00:00,
3338,4007,Max,Chopard-Acklin,m,Groupe socialiste,Parti socialiste suisse,PSS,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,1966-08-30T00:00:00,
3339,4008,Martin,Landolt,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1968-06-30T00:00:00,
3340,4014,Andreas,Brönnimann,m,Groupe de l'Union démocratique du Centre,Union Démocratique Féderale,UDF,2009-09-07T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2009-09-07T00:00:00,2011-12-04T00:00:00,1955-03-27T00:00:00,
3341,4018,Jacques-André,Maire,m,Groupe socialiste,Parti socialiste suisse,PSS,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1957-05-27T00:00:00,
3342,4024,Norman,Gobbi,m,Groupe de l'Union démocratique du Centre,Lega dei Ticinesi,Lega,2010-03-01T00:00:00,2011-04-14T00:00:00,2007-10-21T00:00:00,2010-03-01T00:00:00,2011-04-14T00:00:00,1977-03-23T00:00:00,
3343,4025,Roland Rino,Büchel,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1965-10-08T00:00:00,
3344,4026,Raphaël,Comte,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1979-09-29T00:00:00,
3345,4027,Paul-André,Roux,m,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2010-03-01T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2010-03-01T00:00:00,2011-12-04T00:00:00,1960-04-24T00:00:00,
3346,4030,Prisca,Birrer-Heimo,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1959-02-04T00:00:00,
3347,4031,Maja,Ingold,f,Le Groupe du Centre. Le Centre. PEV.,Parti évangélique suisse,PEV,2015-11-30T00:00:00,2017-11-26T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2017-11-26T00:00:00,1948-05-23T00:00:00,
3348,4032,Beat,Jans,m,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,2020-12-17T00:00:00,2019-10-20T00:00:00,2019-12-02T00:00:00,2020-12-17T00:00:00,1964-07-12T00:00:00,
3349,4033,Markus,Stadler,m,Groupe vert'libéral,Parti vert'libéral,pvl,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-11-27T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,1948-12-24T00:00:00,
3350,4036,Marianne,Streiff-Feller,f,Le Groupe du Centre. Le Centre. PEV.,Parti évangélique suisse,PEV,2019-12-02T00:00:00,2022-11-27T00:00:00,2019-10-20T00:00:00,2019-12-02T00:00:00,2022-11-27T00:00:00,1957-08-17T00:00:00,
